Region,2022,2023
CAR,122.0,0.0
NCR,3143.0,397.0
1,408.0,48.0
2,255.0,39.0
3,1498.0,194.0
4A,2144.0,233.0
4B,194.0,59.0
5,275.0,64.0
6,987.0,91.0
7,887.0,94.0
8,189.0,16.0
9,226.0,7.0
10,364.0,72.0
11,819.0,66.0
12,352.0,11.0
CARAGA,195.0,46.0
BARMM,59.0,2.0
,0.0,0.0
